subset,model,seed,rmse_point,rmse_quantile,nasa_score_point,nasa_score_quantile,quantile_minus_point_rmse,quantile_minus_point_nasa_score
FD002,cnn_1d,53,23.420395379167942,24.498029692260737,6241.700807629653,7582.360942972439,1.0776343130927941,1340.660135342786
FD002,cnn_1d,71,23.42300736072266,25.120997183900663,5838.0831249084085,6364.24148694616,1.697989823178002,526.1583620377514
FD002,lightgbm,11,16.59101425784136,17.224200957740607,1237.334075786387,2159.21652360732,0.6331866998992481,921.8824478209331
FD002,lightgbm,23,16.59101425784136,17.224200957740607,1237.334075786387,2159.21652360732,0.6331866998992481,921.8824478209331
FD002,lightgbm,37,16.59101425784136,17.224200957740607,1237.334075786387,2159.21652360732,0.6331866998992481,921.8824478209331
FD002,lightgbm,53,16.59101425784136,17.224200957740607,1237.334075786387,2159.21652360732,0.6331866998992481,921.8824478209331
FD002,lightgbm,71,16.59101425784136,17.224200957740607,1237.334075786387,2159.21652360732,0.6331866998992481,921.8824478209331
FD002,lstm,11,43.51068885178133,43.51989098241548,63605.8586151487,63946.97213283348,0.009202130634150762,341.1135176847747
FD002,lstm,23,43.533772472417084,43.527846291089446,64459.4405488475,64240.945866411275,-0.005926181327637892,-218.49468243622687
FD002,lstm,37,43.49514187676558,43.73574103207957,63028.263667665655,71806.45356797961,0.240599155313987,8778.189900313955
FD002,lstm,53,43.50573849060893,43.52035590976569,63421.98980008408,63964.2537610061,0.014617419156763845,542.2639609220205
FD002,lstm,71,43.52847223727422,43.530517400501516,64263.74022689974,64339.751542305225,0.002045163227293756,76.01131540548522
FD002,transformer,11,19.411451041885392,44.54191262922659,2059.274841172449,101073.99577433632,25.130461587341195,99014.72093316387
FD002,transformer,23,17.664807476194493,44.35762332983256,1631.0850487809348,94349.30477742787,26.69281585363807,92718.21972864693
FD002,transformer,37,42.96373434567041,19.375740364728234,58126.74461219701,2589.498352938946,-23.587993980942176,-55537.24625925807
FD002,transformer,53,43.20752397692576,44.13886416566608,59375.414737109066,86782.49388781413,0.9313401887403145,27407.07915070506
FD002,transformer,71,18.029404834826977,20.336231837344325,2095.170927173971,2470.276916046809,2.3068270025173483,375.1059888728382
FD003,cnn_1d,11,22.27752081956529,23.098713313457978,2685.746266196666,3468.7413310959696,0.8211924938926884,782.9950648993035
FD003,cnn_1d,23,22.348973542457735,22.444961095527802,2732.0867845728676,3027.9649096488038,0.09598755307006712,295.87812507593617
FD003,cnn_1d,37,22.231594493921346,21.976578826941452,3048.3911677295987,2891.474551053897,-0.25501566697989375,-156.9166166757018
FD003,cnn_1d,53,22.20664118784429,22.175071572646036,2966.0011961139057,3219.577776112807,-0.0315696151982543,253.57657999890125
FD003,cnn_1d,71,22.395351109338442,21.932236486571618,2959.4231508730977,2702.0433868912446,-0.4631146227668239,-257.3797639818531
