run_id,dataset,model,sensor_set,seed,training_label,common_truth,rmse,engine_count,prediction_clipping
kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed11,FD004,cnn_1d,common_14,11,linear_uncapped,piecewise_125,46.78293690048481,248,none
kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed23,FD004,cnn_1d,common_14,23,linear_uncapped,raw_rul,47.07546998655495,248,none
kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed23,FD004,cnn_1d,common_14,23,linear_uncapped,piecewise_125,49.29849795823292,248,none
kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed37,FD004,cnn_1d,common_14,37,linear_uncapped,raw_rul,49.264146124700275,248,none
kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed37,FD004,cnn_1d,common_14,37,linear_uncapped,piecewise_125,51.846435413312136,248,none
kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed53,FD004,cnn_1d,common_14,53,linear_uncapped,raw_rul,46.16676518304941,248,none
kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed53,FD004,cnn_1d,common_14,53,linear_uncapped,piecewise_125,48.281185698189255,248,none
kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed71,FD004,cnn_1d,common_14,71,linear_uncapped,raw_rul,45.934315907292564,248,none
kill_v1__fd004__cnn_1d__linear_uncapped__common_14__seed71,FD004,cnn_1d,common_14,71,linear_uncapped,piecewise_125,47.784898383244204,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed11,FD004,lightgbm,all_21,11,piecewise_125,raw_rul,29.579171083469163,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed11,FD004,lightgbm,all_21,11,piecewise_125,piecewise_125,18.278400006797057,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed23,FD004,lightgbm,all_21,23,piecewise_125,raw_rul,29.579171083469163,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed23,FD004,lightgbm,all_21,23,piecewise_125,piecewise_125,18.278400006797057,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed37,FD004,lightgbm,all_21,37,piecewise_125,raw_rul,29.579171083469163,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed37,FD004,lightgbm,all_21,37,piecewise_125,piecewise_125,18.278400006797057,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed53,FD004,lightgbm,all_21,53,piecewise_125,raw_rul,29.579171083469163,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed53,FD004,lightgbm,all_21,53,piecewise_125,piecewise_125,18.278400006797057,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed71,FD004,lightgbm,all_21,71,piecewise_125,raw_rul,29.579171083469163,248,none
kill_v1__fd004__lightgbm__piecewise_125__all_21__seed71,FD004,lightgbm,all_21,71,piecewise_125,piecewise_125,18.278400006797057,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed11,FD004,lightgbm,common_14,11,piecewise_125,raw_rul,29.591066565130856,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed11,FD004,lightgbm,common_14,11,piecewise_125,piecewise_125,17.89413301052379,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed23,FD004,lightgbm,common_14,23,piecewise_125,raw_rul,29.591066565130856,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed23,FD004,lightgbm,common_14,23,piecewise_125,piecewise_125,17.89413301052379,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed37,FD004,lightgbm,common_14,37,piecewise_125,raw_rul,29.591066565130856,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed37,FD004,lightgbm,common_14,37,piecewise_125,piecewise_125,17.89413301052379,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed53,FD004,lightgbm,common_14,53,piecewise_125,raw_rul,29.591066565130856,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed53,FD004,lightgbm,common_14,53,piecewise_125,piecewise_125,17.89413301052379,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed71,FD004,lightgbm,common_14,71,piecewise_125,raw_rul,29.591066565130856,248,none
kill_v1__fd004__lightgbm__piecewise_125__common_14__seed71,FD004,lightgbm,common_14,71,piecewise_125,piecewise_125,17.89413301052379,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed11,FD004,lightgbm,all_21,11,linear_uncapped,raw_rul,37.95734193048913,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed11,FD004,lightgbm,all_21,11,linear_uncapped,piecewise_125,43.64737449126348,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed23,FD004,lightgbm,all_21,23,linear_uncapped,raw_rul,37.95734193048913,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed23,FD004,lightgbm,all_21,23,linear_uncapped,piecewise_125,43.64737449126348,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed37,FD004,lightgbm,all_21,37,linear_uncapped,raw_rul,37.95734193048913,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed37,FD004,lightgbm,all_21,37,linear_uncapped,piecewise_125,43.64737449126348,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed53,FD004,lightgbm,all_21,53,linear_uncapped,raw_rul,37.95734193048913,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed53,FD004,lightgbm,all_21,53,linear_uncapped,piecewise_125,43.64737449126348,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed71,FD004,lightgbm,all_21,71,linear_uncapped,raw_rul,37.95734193048913,248,none
kill_v1__fd004__lightgbm__linear_uncapped__all_21__seed71,FD004,lightgbm,all_21,71,linear_uncapped,piecewise_125,43.64737449126348,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed11,FD004,lightgbm,common_14,11,linear_uncapped,raw_rul,38.426394996179425,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed11,FD004,lightgbm,common_14,11,linear_uncapped,piecewise_125,43.61687132690309,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed23,FD004,lightgbm,common_14,23,linear_uncapped,raw_rul,38.426394996179425,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed23,FD004,lightgbm,common_14,23,linear_uncapped,piecewise_125,43.61687132690309,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed37,FD004,lightgbm,common_14,37,linear_uncapped,raw_rul,38.426394996179425,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed37,FD004,lightgbm,common_14,37,linear_uncapped,piecewise_125,43.61687132690309,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed53,FD004,lightgbm,common_14,53,linear_uncapped,raw_rul,38.426394996179425,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed53,FD004,lightgbm,common_14,53,linear_uncapped,piecewise_125,43.61687132690309,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed71,FD004,lightgbm,common_14,71,linear_uncapped,raw_rul,38.426394996179425,248,none
kill_v1__fd004__lightgbm__linear_uncapped__common_14__seed71,FD004,lightgbm,common_14,71,linear_uncapped,piecewise_125,43.61687132690309,248,none
