uq_run_id,panel,dataset,subset,model,seed,method,rul_label,sensor_set,source_run_id,calibration_windows,calibration_engines,conformal_rank,qhat,endpoint_coverage,endpoint_mean_interval_width,engine_balanced_coverage,engine_balanced_mean_interval_width,pooled_window_coverage,pooled_window_mean_interval_width,test_engines,test_windows,base_endpoint_coverage,base_endpoint_mean_interval_width,base_engine_balanced_coverage,base_engine_balanced_mean_interval_width,base_pooled_window_coverage,base_pooled_window_mean_interval_width,base_test_engines,base_test_windows
uq_ref_v1__unified__fd004__lstm__seed11__residual_split_cp,unified_reference,C-MAPSS,FD004,lstm,11,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__lstm__seed11__point,7662,37,6897,66.66261291503906,0.8387096774193549,133.32522583007812,0.9898227808215389,133.32522583007812,0.989440337909187,133.32522583007812,248,34092,,,,,,,,
uq_ref_v1__unified__fd004__lstm__seed23__cqr,unified_reference,C-MAPSS,FD004,lstm,23,cqr,piecewise_125,common_14,unified_v1__fd004__lstm__seed23__quantile,7662,37,6897,24.440414428710938,0.9274193548387096,127.61829863825152,0.8570197944632556,127.61834325390453,0.8372638742226916,127.61833890922526,248,34092,0.43548387096774194,78.73746978082964,0.20782115666247555,78.73751439648268,0.21447847002229262,78.73751005180338,248.0,34092.0
uq_ref_v1__unified__fd004__lstm__seed23__residual_split_cp,unified_reference,C-MAPSS,FD004,lstm,23,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__lstm__seed23__point,7662,37,6897,66.74055480957031,0.8387096774193549,133.48110961914062,0.9898327124916485,133.48110961914062,0.9894696703038837,133.48110961914062,248,34092,,,,,,,,
uq_ref_v1__unified__fd004__lstm__seed37__cqr,unified_reference,C-MAPSS,FD004,lstm,37,cqr,piecewise_125,common_14,unified_v1__fd004__lstm__seed37__quantile,7662,37,6897,23.6959228515625,0.9395161290322581,126.7942658855069,0.882837093480387,126.79430904820816,0.8649536548163792,126.79430447438227,248,34092,0.43951612903225806,79.4024201823819,0.21267777754248032,79.40246334508316,0.21881966443740467,79.40245877125727,248.0,34092.0
uq_ref_v1__unified__fd004__lstm__seed37__residual_split_cp,unified_reference,C-MAPSS,FD004,lstm,37,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__lstm__seed37__point,7662,37,6897,66.7228775024414,0.8387096774193549,133.4457550048828,0.9897770788093828,133.4457550048828,0.9893816731197935,133.4457550048828,248,34092,,,,,,,,
uq_ref_v1__unified__fd004__lstm__seed53__cqr,unified_reference,C-MAPSS,FD004,lstm,53,cqr,piecewise_125,common_14,unified_v1__fd004__lstm__seed53__quantile,7662,37,6897,24.4632568359375,0.9314516129032258,127.45200246380222,0.8647649443774261,127.45204460542813,0.8407837615862959,127.45204024190119,248,34092,0.41935483870967744,78.52548879192722,0.20664134859728459,78.52553093355311,0.2131878446556377,78.52552657002619,248.0,34092.0
uq_ref_v1__unified__fd004__lstm__seed53__residual_split_cp,unified_reference,C-MAPSS,FD004,lstm,53,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__lstm__seed53__point,7662,37,6897,66.72367095947266,0.8387096774193549,133.4473419189453,0.9897770788093828,133.4473419189453,0.9893816731197935,133.4473419189453,248,34092,,,,,,,,
uq_ref_v1__unified__fd004__lstm__seed71__cqr,unified_reference,C-MAPSS,FD004,lstm,71,cqr,piecewise_125,common_14,unified_v1__fd004__lstm__seed71__quantile,7662,37,6897,24.453140258789062,0.9395161290322581,127.52887198232835,0.8864832043091261,127.5289091168013,0.8688548633110407,127.52890521730599,248,34092,0.43548387096774194,78.62259146475023,0.20782115666247555,78.62262859922318,0.21447847002229262,78.62262469972787,248.0,34092.0
uq_ref_v1__unified__fd004__lstm__seed71__residual_split_cp,unified_reference,C-MAPSS,FD004,lstm,71,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__lstm__seed71__point,7662,37,6897,66.60382080078125,0.8387096774193549,133.2076416015625,0.9897426150652416,133.2076416015625,0.9893523407250968,133.2076416015625,248,34092,,,,,,,,
uq_ref_v1__unified__fd004__transformer__seed11__cqr,unified_reference,C-MAPSS,FD004,transformer,11,cqr,piecewise_125,common_14,unified_v1__fd004__transformer__seed11__quantile,7662,37,6897,9.886306762695312,0.8629032258064516,111.03363070180339,0.9418851956752222,111.02111022094374,0.9377859908482928,111.02156902621165,248,34092,0.49193548387096775,91.26101717641276,0.2824920874386906,91.24849669555311,0.2799777073800305,91.24895550082103,248.0,34092.0
uq_ref_v1__unified__fd004__transformer__seed11__residual_split_cp,unified_reference,C-MAPSS,FD004,transformer,11,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__transformer__seed11__point,7662,37,6897,66.74307250976562,0.8346774193548387,133.48614501953125,0.9882610862479291,133.48614501953125,0.9881790449372286,133.48614501953125,248,34092,,,,,,,,
uq_ref_v1__unified__fd004__transformer__seed23__cqr,unified_reference,C-MAPSS,FD004,transformer,23,cqr,piecewise_125,common_14,unified_v1__fd004__transformer__seed23__quantile,7662,37,6897,8.84539794921875,0.8629032258064516,111.17271160310314,0.9381821076681504,111.16368766193953,0.9356447260354336,111.16337005837232,248,34092,0.5120967741935484,93.48191570466564,0.2891552931255866,93.47289176350203,0.286049513082248,93.47257415993482,248.0,34092.0
uq_ref_v1__unified__fd004__transformer__seed23__residual_split_cp,unified_reference,C-MAPSS,FD004,transformer,23,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__transformer__seed23__point,7662,37,6897,34.89920425415039,0.8870967741935484,69.79840850830078,0.9067734869197986,69.79840850830078,0.9147307286166843,69.79840850830078,248,34092,,,,,,,,
uq_ref_v1__unified__fd004__transformer__seed37__cqr,unified_reference,C-MAPSS,FD004,transformer,37,cqr,piecewise_125,common_14,unified_v1__fd004__transformer__seed37__quantile,7662,37,6897,9.894332885742188,0.8790322580645161,112.47698599292386,0.9398660106138632,112.45621031242615,0.9230611287105479,112.45368941188572,248,34092,0.5,92.68832022143948,0.2837249771619773,92.66754454094179,0.28132699753607887,92.66502364040134,248.0,34092.0
uq_ref_v1__unified__fd004__transformer__seed37__residual_split_cp,unified_reference,C-MAPSS,FD004,transformer,37,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__transformer__seed37__point,7662,37,6897,34.93226623535156,0.8669354838709677,69.86453247070312,0.9169004775012392,69.86453247070312,0.9224744808166139,69.86453247070312,248,34092,,,,,,,,
uq_ref_v1__unified__fd004__transformer__seed53__cqr,unified_reference,C-MAPSS,FD004,transformer,53,cqr,piecewise_125,common_14,unified_v1__fd004__transformer__seed53__quantile,7662,37,6897,9.054519653320312,0.8588709677419355,111.34951224634725,0.9494932138267237,111.33239320320254,0.9401619148187258,111.33014751428955,248,34092,0.5,93.24047293970662,0.2837249771619773,93.22335389656192,0.28132699753607887,93.22110820764892,248.0,34092.0
uq_ref_v1__unified__fd004__transformer__seed53__residual_split_cp,unified_reference,C-MAPSS,FD004,transformer,53,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__transformer__seed53__point,7662,37,6897,35.63133239746094,0.8790322580645161,71.26266479492188,0.9209895088376235,71.26266479492188,0.9267276780476358,71.26266479492188,248,34092,,,,,,,,
uq_ref_v1__unified__fd004__transformer__seed71__cqr,unified_reference,C-MAPSS,FD004,transformer,71,cqr,piecewise_125,common_14,unified_v1__fd004__transformer__seed71__quantile,7662,37,6897,0.9499187469482422,0.8104838709677419,53.230231243275824,0.9223930969287619,49.052830986110315,0.927695647072627,46.74771852235335,248,34092,0.8064516129032258,51.33039374937934,0.9161059501732196,47.15299349221383,0.9220344948961633,44.84788102845687,248.0,34092.0
uq_ref_v1__unified__fd004__transformer__seed71__residual_split_cp,unified_reference,C-MAPSS,FD004,transformer,71,residual_split_cp,piecewise_125,common_14,unified_v1__fd004__transformer__seed71__point,7662,37,6897,36.240089416503906,0.8709677419354839,72.48017883300781,0.9150662185355961,72.48017883300781,0.9203918807931479,72.48017883300781,248,34092,,,,,,,,
